"advertiserId","programmeName","conversionRate","approvalRate","epc","launchDate","paymentStatus","paymentRiskLevel","awinIndex","feedEnabled","productReporting","commissionMin","commissionMax","leadMin","leadMax","cookieLength","parentSectors","subSectors","primarySector","averagePaymentTime","primaryRegion","descriptionShort","logoUrl","displayUrl"
"29529","frogcoffee DE","5.68717","45.02","0.14","2022-06-24","green","none","61.9622","yes","no","0","0","0","0","30","Retail & Shopping","FMCG","FMCG","29","DE","FROG.coffee ist dein Onlineshop für richtig guten Kaffee, Tee, Pflanzendrinks und Zubehör!Wir liefern den perfekten Genussmoment mit über 3.500 Produkten - Lieferzeit 1-2 Werktage, versandkostenfrei ab 49€.","https://ui.awin.com/images/upload/merchant/profile/29529.png","https://frogcoffee.de/"
"29591","Heideman Schmuck DE","13.9843","100.00","1.53","2022-06-13","amber","exposurelevel5","89.1526","yes","no","0","0","0","0","30","Retail & Shopping","Jewellery","Jewellery","42","DE","Mit dem Heideman Shop erreichen Kunden einen Onlineshop für Schmuckdesign. Wir bieten ein großes Sortiment an Ohrringen, Armbändern, Ketten, Ringen und Gravurschmuck.","https://ui.awin.com/images/upload/merchant/profile/29591.png","https://heideman-store.de/"
"25092","Fleurop Blumenversand DE","1.49366","98.23","0.37","2021-11-17","amber","exposurelevel6","45.7352","yes","no","0","0","0","0","30","Retail & Shopping","Gifts & Flowers","Gifts & Flowers","107","DE","Fleurop steht seit über 100 Jahren dafür, Menschen mit Blumen glücklich zu machen. Wir schenken einander Blumen, um Wertschätzung zu zeigen und einfach mal Danke zu sagen - ob zum Muttertag, Geburtstag oder einfach zwischendurch. Bewerben Sie sich jetzt!","https://ui.awin.com/images/upload/merchant/profile/25092.png","https://www.fleurop.de/"
"25209","Back Market DE","0.551863","85.93","0.11","2021-12-07","amber","exposurelevel2","48.5656","yes","no","0","0","0","0","30","Retail & Shopping","Audio Visual|Computers|DIY|Electronic Accessories|Electronic Superstore|Gadgets|Music & DVD|PC & Video Games|Photography|White Goods","White Goods","106","DE","Back Market ist der weltweit erste Marktplatz, der sich ausschließlich auf den Verkauf von erneuerter Technik und Elektronik spezialisiert hat. Mit über 5 Millionen Kunden weltweit bietet Back Market mehr als 150 Produktkategorien.","https://ui.awin.com/images/upload/merchant/profile/25209.png","https://www.backmarket.de/"
"25289","Prange Schuhe DE","0.370542","57.27","0.04","2022-02-14","green","none","27.4808","no","no","0","0","0","0","30","Retail & Shopping","Clothing Accessories|Shoes","Shoes","79","DE","Verkauf von hochwertigen Schuhen führender Marken sowie Eigenmarken in 25 Schuhhäusern und 3 Online-Shops.","https://ui.awin.com/images/upload/merchant/profile/25289.png","https://www.prangeschuhe.de/"
"26917","Laco Uhrenmanufaktur DE","1.23966","91.98","0.22","2022-03-30","green","none","71.9842","yes","no","0","0","0","0","30","Retail & Shopping","Jewellery","Jewellery","39","DE","Die Laco Uhrenmanufaktur ist ein deutscher Uhrenhersteller, welcher 1925 in Pforzheim gegründet wurde und sich auf die Herstellung von Fliegeruhren spezialisiert. 5% Provision für jeden Kauf. ⌀ Bestellwert €650+","https://ui.awin.com/images/upload/merchant/profile/26917.png","https://www.laco.de/de/index"
"27429","Glambou DE","5.8275","37.42","0.93","2022-03-24","amber","exposurelevel5","40.7573","no","no","0","0","0","0","30","Retail & Shopping","Jewellery","Jewellery","54","DE","Eine spannende Gelegenheit, mit einer tollen Multi-Marken Designerschmuck Plattform zu arbeiten. Möchtest Du Schmuck-Käufe generieren und mit einem % CPA Modell belohnt werden?","https://ui.awin.com/images/upload/merchant/profile/27429.png","https://www.glambou.com/de-de/"
"23124","MOAI DE","0.120977","100.00","0.05","2021-05-03","amber","exposurelevel6","0","no","no","0","0","0","0","30","Retail & Shopping","Sports Equipment","Sports Equipment","null","DE","MOAI ist eine Paddel Board-Marke entworfen in Holland, inspiriert von den Menschen in Polynesien, die die Kunst des Paddelns erfunden haben. Bei MOAI werden wir stets nach Qualität, Langlebigkeit und Innovation für unsere Produkte streben.","https://ui.awin.com/images/upload/merchant/profile/23124.png","https://moaithebrand.com/"
"23265","CASAMODA DE","4.51965","93.03","0.32","2021-10-08","green","none","59.0821","no","yes","0","0","0","0","30","Retail & Shopping","Clothing|Menswear","Menswear","70","DE","Die CASAMODA Heinrich Katt GmbH & Co. KG ist ein weltweit agierendes Modeunternehmen und aktueller Marktführer im Bereich Freizeithemden.","https://ui.awin.com/images/upload/merchant/profile/23265.png","https://www.casamoda.com/"
"23289","Eins DE","0.64935","71.11","0.09","2021-06-30","amber","exposurelevel5","47.3248","no","no","0","0","0","0","60","Telco's & Services","Utilities","Utilities","68","DE","eins ist als Energiedienstleister und Telekommunikationsanbieter eines der führenden Unternehmen der Branche in Sachsen. Als kommunales Unternehmen fühlt sich eins der Region und den Menschen verpflichtet.","https://ui.awin.com/images/upload/merchant/profile/23289.png","https://www.eins.de/privatkunden/internet/glasfaser-angebote"
"24647","MyPopupClub DE","0.730551","98.17","0.02","2022-07-05","green","none","44.9066","no","no","0","0","0","0","30","Retail & Shopping","Clothing|Department Stores|Home & Garden|Sportswear|Toys & Games","Department Stores","78","DE","Durch langjährige, gefestigte Geschäftsbeziehungen und Partnerschaften der Unternehmensgruppe bieten wir Ihnen nun in unserem November 2019 gegründeten MyPopupClub ein stets rotierendes Sortiment aus den Bereichen Fashion, Luxury Goods und Sports.","https://ui.awin.com/images/upload/merchant/profile/24647.png","https://www.mypopupclub.de/"
"24898","Disapo Apotheke DE","4.39018","93.75","0.16","2021-09-30","amber","exposurelevel2","65.9269","no","no","0","0","0","0","30","Retail & Shopping","Health & Beauty|Pharmaceuticals","Pharmaceuticals","78","DE","Disapo ist eine inhabergeführte Versandapotheke, die ihren Fokus stets auf den Kunden legt. Der Kauf von Arzneimitteln ist Vertrauenssache - verlassen Sie sich auf unser zuverlässiges Team und unsere 18-jährige Erfahrung im Versand von Apothekenartikeln.","https://ui.awin.com/images/upload/merchant/profile/24898.png","https://www.disapo.de/"
"28767","Svinando DE","2.81058","96.11","0.24","2022-04-21","amber","exposurelevel5","72.7508","yes","no","0","0","0","0","30","Retail & Shopping","Wine Spirits & Tobacco","Wine, Spirits & Tobacco","45","DE","Svinando.de ist ein exklusiver Weinclub mit einem Katalog von über 2000 Etiketten. Jedes Produkt wird von einer Beschreibung begleitet, die seine Eigenschaften und die besten Kombinationen mit ihm aufzeigt. Deshalb ist die Wahl leicht!","https://ui.awin.com/images/upload/merchant/profile/28767.png","https://www.svinando.de/"
"27802","Scandichotels DE","3.63726","88.94","0.20","2022-09-23","amber","exposurelevel4","43.6782","no","no","0","0","0","0","30","Travel","Hotels & Accommodation","Hotels & Accommodation","180","DE","Scandic Hotels is the largest Nordic hotel chain, with around 280 hotels in Scandinavia and northern Europe.The hotels vary in design depending on the location and type of hotel – but Scandic’s popular standard offering is always the same everywhere.","https://ui.awin.com/images/upload/merchant/profile/27802.png","https://www.scandichotels.com/de"
"27852","Amberscript DE","8.81855","70.21","0.32","2022-03-18","green","none","69.7795","no","no","0","0","0","0","30","Telco's & Services","Business Services (B2B)|Education Training & Recruitment|Lead Gen","Business Services (B2B)","37","DE","We make audio accessible. Our services allow you to create text  subtitles from audio or video, either automatically  perfected by you or made by our language experts  professional subtitlers. Additionally, we offer dubbing  audio description services","https://ui.awin.com/images/upload/merchant/profile/27852.png","https://www.amberscript.com/en/"
"27876","Osann GmbH DE","3.67645","100.00","0.35","2022-03-25","green","none","63.3782","yes","no","0","0","0","0","30","Retail & Shopping","Automotive|Baby & Toddler","Baby & Toddler","65","DE","Wir sind Osann, Kinderautositz- und Kinderwagen-Hersteller mit Leib und Seele. Bei uns gibt es alles von der Sitzerhöhung für Besuche bei Oma und Opa über den drehbaren Reboarder-Kindersitz bis hin zur ausgeklügelten „Osannovation“.","https://ui.awin.com/images/upload/merchant/profile/27876.png","https://osann.de/"
"32583","Everen DE","0.955147","61.90","0.04","2022-11-07","green","none","38.1493","yes","no","0","0","0","0","30","Retail & Shopping","DIY|Electronic Accessories|Electronic Superstore|Gadgets|Home & Garden|Office Supplies","Electronic Superstore","68","DE","EVEREN.de ist ein Onlineshop mit dem Thema Beleuchtung. Er bietet umfassende und professionelle Lösungen um mit Beleuchtung Akzente zu setzten. Das Sortiment beinhaltet LED-Stripes, LED-Panels und Downlights, LED-Steuerung und Controller.","https://ui.awin.com/images/upload/merchant/profile/32583.png","https://www.everen.de/"
"32623","Anker Solix DE","1.44636","73.66","1.34","2022-09-06","amber","exposurelevel4","54.0605","yes","no","0","0","0","0","30","Retail & Shopping","Electronic Accessories|Gadgets|Home & Garden","Electronic Accessories","78","DE","Welcome to Anker SOLIX—embrace a sustainable future with our innovative solar-powered portable power stations and home energy solutions. Notification: Awin Network is valid only for ankersolix.com/de.","https://ui.awin.com/images/upload/merchant/profile/32623.png","https://www.ankersolix.com/de"
"32921","Faretti DE","1.66667","61.54","0.18","2022-12-05","green","none","0","no","no","0","0","0","0","30","Retail & Shopping","Shoes","Shoes","94","DE","Der Online-Shop farettishoes.de bietet SCHUHE DIE GRÖßER MACHEN für Männer. Werden Sie diskret 5 bis 12 cm groß. Die größte Auswahl an eleganten Sport- und Alltagsschuhen.","https://ui.awin.com/images/upload/merchant/profile/32921.png","https://farettishoes.de/"
"36698","Chefkoch DE","2.11005","85.74","0.06","2023-04-05","amber","exposurelevel2","78.0312","no","no","0","0","0","0","30","Telco's & Services","Lead Gen","Lead Gen","57","DE","Chefkoch PLUS ist das neue Premium-Abo von Europas größter Foodplattform auf chefkoch.de. Es erweitert das bestehende Angebot um exklusive technische Features, Premium-Rezepte von Starköchen und bekannten Magazinen - alles ohne Werbung.","https://ui.awin.com/images/upload/merchant/profile/36698.png","https://www.chefkoch.de/plus"
"30993","Jotex DE","9.59524","95.87","0.79","2023-04-05","amber","exposurelevel2","63.4834","yes","no","0","0","0","0","30","Retail & Shopping","Furniture & Soft Furnishings|Home & Garden","Furniture & Soft Furnishings","76","DE","Bei Jotex findest du immer die allerneuesten Einrichtungsartikel. Damit du deine Favoriten jederzeit finden kannst, sind wir immer ein paar Schritte voraus.","https://ui.awin.com/images/upload/merchant/profile/30993.png","https://www.jotex.de/"
"33433","Qobuz DE","7.4263","99.89","0.28","2022-11-15","amber","exposurelevel2","83.0707","yes","no","0","0","0","0","30","Retail & Shopping|Telco's & Services","Music & DVD|Entertainment Downloads","Entertainment Downloads","56","DE","Qobuz ist die Musikplattform für Streaming und Downloads in High Resolution. Qobuz ist in 26 Ländern verfügbar und bietet Zugang zu mehr als 100 Millionen Titeln in der besten Klangqualität (Hi-Res und CD) sowie zu exklusiven redaktionellen Inhalten.","https://ui.awin.com/images/upload/merchant/profile/33433.png","https://www.qobuz.com/de-de/discover"
"35231","KERNenergie DE","4.49831","73.65","0.23","2022-10-24","amber","exposurelevel6","66.3304","yes","no","0","0","0","0","30","Retail & Shopping","FMCG|Gifts & Flowers|Health & Beauty","Health & Beauty","43","DE","KERNenergie ist Deutschlands Premium-Nussmanufaktur für frisch geröstete Nüsse, edle Snacks und Geschenkideen. Wir veredeln täglich handgeröstete Nüsse, Mischungen und Schokolade - individuelle Kreationen, edle Verpackungen und außergewöhnlicher Geschmack","https://ui.awin.com/images/upload/merchant/profile/35231.png","https://kern-energie.com/"
"75704","Niod - DE","11.6526","100.00","0.49","2024-07-23","amber","exposurelevel4","84.3827","no","no","0","0","0","0","30","Retail & Shopping","Health & Beauty","Health & Beauty","241","DE","NIOD is fixated on the future. We’re a pioneer in tech-led skin science. Timeless by design, eschewing trends and cultural shifts for formulations engineered for a lifetime of skin optimisation.","https://ui.awin.com/images/upload/merchant/profile/75704.png","https://niod.com/en-de"
"81049","Life Extension DACH","12.7687","99.19","1.33","2024-06-25","amber","exposurelevel2","84.7661","no","no","0","0","0","0","30","Retail & Shopping","FMCG|Health & Beauty","Health & Beauty","87","DE","Begeistern Sie sich für Gesundheit, Wellness  Wissenschaft? Wirken Sie mit und treten Sie Life Extension Europe's Affiliate-Programm bei. Erhalten Sie tolle Provisionen, indem Sie unsere reinen, hochwertigen Supplemente, Vitamine  Mineralien empfehlen.","https://ui.awin.com/images/upload/merchant/profile/81049.png","https://www.lifeextensioneurope.de/"
"14815","Samsung Shop DE","1.00538","90.58","0.47","2019-09-27","green","none","43.8133","yes","yes","4","4","0","0","60","Retail & Shopping","Electronic Accessories|Electronic Superstore|Gadgets","Electronic Superstore","86","DE","Profitieren Sie als Partner von der Reichweite und dem Bekanntheitsgrad von Samsung. Smartphone, Galaxy S25, Tablet, Oled, 8k, Kühlschrank, Staubsauger, Computer, Monitore, QLED, Display, Smart Home, Soundbar, Galaxy, Bespoke Jet","https://ui.awin.com/images/upload/merchant/profile/14815.png","https://www.samsung.com/de/offer/"
"13542","gameserver DE","1.34818","100.00","0.03","2018-06-18","green","none","46.3513","no","no","50","50","0","0","30","Retail & Shopping|Telco's & Services","PC & Video Games|Toys & Games|Internet Service Provider|Online Gaming|Web Hosting","PC & Video Games","81","DE","4Netplayers ist ein renommierter und bekannter Anbieter für Dienstleistungen im Gamingbereich. Profitieren Sie von der Qualität und Bekanntheit unserer Marke.Jetzt mit der Vermittlung von Game und Voiceservern Provisionen von bis zu 50% verdienen.","https://ui.awin.com/images/upload/merchant/profile/13542.png","https://www.4netplayers.com/"
"20052","dentolo DE","4.2009","65.22","6.30","2020-10-22","amber","exposurelevel6","44.1789","no","no","0","0","0","0","30","Finance & Insurance","Insurance","Insurance","143","DE","Mit uns als Partner bewirbst Du den besten Zahnschutz Deutschlands. Als schnell wachsendes InsurTech Startup hast Du die Chance, langfristig mit uns zu wachsen. Außerdem bieten wir Dir sehr gute Provisionen mit 150 € pro Abschluss.","https://ui.awin.com/images/upload/merchant/profile/20052.png","https://www.dentolo.de/zahnschutz/beratung?flow=lf_zahn_07_xxx_00_awin"
"17403","InterFriendship DE","0.708928","80.63","0.01","2020-02-17","amber","exposurelevel2","58.3249","no","no","25","40","2","2","30","Telco's & Services","Dating","Dating","60","DE","Als Partnervermittlung für Russland und Osteuropa bringen wir seit über 20 Jahren internationale Paare zusammen, stehen für unkompliziertes Kennenlernen, 100%ige Seriosität und freundlichen und persönlichen Support.","https://ui.awin.com/images/upload/merchant/profile/17403.png","https://www.interfriendship.de/"
